-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 0 0
-2.5125 0 0
-2.4875 0 0
-2.4625 0 0
-2.4375 2.45902e-05 1.30891e-05
-2.4125 2.45902e-05 1.74842e-05
-2.3875 2.45902e-05 1.30891e-05
-2.3625 6.55738e-05 2.13744e-05
-2.3375 8.19672e-05 2.71854e-05
-2.3125 0.000188525 4.5305e-05
-2.2875 0.000163934 3.8446e-05
-2.2625 0.000213115 6.14481e-05
-2.2375 0.000295082 5.8651e-05
-2.2125 0.000442623 8.98654e-05
-2.1875 0.000532787 0.000108044
-2.1625 0.000778689 0.0001036
-2.1375 0.00122131 0.000126174
-2.1125 0.00147541 0.000109971
-2.0875 0.00192623 0.00015804
-2.0625 0.00289344 0.000184845
-2.0375 0.00348361 0.000232092
-2.0125 0.00416393 0.000274657
-1.9875 0.00509836 0.000293003
-1.9625 0.0065082 0.000290978
-1.9375 0.00840984 0.000372946
-1.9125 0.00991803 0.000516133
